Reference,Reference URL,Reference Perpendicular Baseline (meters),Secondary,Secondary URL,Secondary Perpendicular Baseline (meters),Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20201018T231613_20201018T231640_034857_041053_3AD8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201018T231613_20201018T231640_034857_041053_3AD8.zip,-6,S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,36
S1A_IW_SLC__1SDV_20201018T231613_20201018T231640_034857_041053_3AD8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201018T231613_20201018T231640_034857_041053_3AD8.zip,-6,S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,48
S1A_IW_SLC__1SDV_20201018T231613_20201018T231640_034857_041053_3AD8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201018T231613_20201018T231640_034857_041053_3AD8.zip,-6,S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,60
S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02.zip,2,S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67.zip,-15,12
S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02.zip,2,S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,24
S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02.zip,2,S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,36
S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02.zip,2,S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,48
S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201030T231613_20201030T231640_035032_04163D_9D02.zip,2,S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,60
S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67.zip,-15,S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,12
S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67.zip,-15,S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,24
S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67.zip,-15,S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,36
S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67.zip,-15,S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,48
S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201111T231612_20201111T231639_035207_041C61_1F67.zip,-15,S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF.zip,-36,60
S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,12
S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,24
S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,36
S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF.zip,-36,48
S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201123T231612_20201123T231639_035382_042268_699F.zip,-78,S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6.zip,-74,60
S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,12
S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,24
S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF.zip,-36,36
S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6.zip,-74,48
S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201205T231612_20201205T231639_035557_042870_3BD2.zip,19,S1A_IW_SLC__1SDV_20210203T231609_20210203T231636_036432_0446DB_7460,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210203T231609_20210203T231636_036432_0446DB_7460.zip,-35,60
S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,12
S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF.zip,-36,24
S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6.zip,-74,36
S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,S1A_IW_SLC__1SDV_20210203T231609_20210203T231636_036432_0446DB_7460,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210203T231609_20210203T231636_036432_0446DB_7460.zip,-35,48
S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201217T231611_20201217T231638_035732_042E78_2959.zip,64,S1A_IW_SLC__1SDV_20210215T231609_20210215T231636_036607_044CF9_A727,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210215T231609_20210215T231636_036607_044CF9_A727.zip,-1,60
S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210110T231610_20210110T231637_036082_043AB1_7AFF.zip,-36,12
S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210122T231609_20210122T231636_036257_0440CD_35D6.zip,-74,24
S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,S1A_IW_SLC__1SDV_20210203T231609_20210203T231636_036432_0446DB_7460,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210203T231609_20210203T231636_036432_0446DB_7460.zip,-35,36
S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,S1A_IW_SLC__1SDV_20210215T231609_20210215T231636_036607_044CF9_A727,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210215T231609_20210215T231636_036607_044CF9_A727.zip,-1,48
S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201229T231611_20201229T231638_035907_043499_AB59.zip,35,S1A_IW_SLC__1SDV_20210227T231608_20210227T231636_036782_045307_8342,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210227T231608_20210227T231636_036782_045307_8342.zip,13,60
